,usdinr_close,usdbrl_close,inr_brl_synthetic,roll_mean,roll_upper,roll_lower,is_outlier
2021-03-28,72.61280059814453,,,72.7214,73.5056,71.9373,False
2021-03-29,72.44719696044922,5.752399921417236,12.594255954061028,72.7109,73.4959,71.9258,False
2021-03-30,72.74189758300781,5.780799865722656,12.58336203858778,72.712,73.4821,71.942,False
2021-03-31,73.44529724121094,5.771599769592285,12.725292843096645,72.7382,73.6007,71.8758,False
2021-04-01,73.20349884033203,5.63129997253418,12.99939608924602,72.7543,73.6399,71.8686,False
2021-04-02,73.28730010986328,5.707399845123291,12.840750972175863,72.772,73.69,71.8541,False
2021-04-03,73.28730010986328,,,72.7856,73.7446,71.8266,False
2021-04-04,73.28730010986328,,,72.7908,73.7707,71.8108,False
2021-04-05,73.3759994506836,5.710599899291992,12.84908779194649,72.7989,73.8137,71.7841,False
2021-04-06,73.27950286865234,5.662700176239014,12.940735088913408,72.8038,73.8368,71.7709,False
2021-04-07,73.48999786376953,5.593200206756592,13.139168123285405,72.8157,73.9011,71.7304,False
2021-04-08,74.40149688720703,5.612100124359131,13.257335977358968,72.8514,74.2169,71.486,True
2021-04-09,74.54450225830078,5.566599845886231,13.39138869724754,72.9104,74.5596,71.2612,False
2021-04-10,74.54450225830078,,,72.9717,74.8427,71.1007,False
2021-04-11,74.54450225830078,,,73.0352,75.0837,70.9867,False
2021-04-12,74.72949981689453,5.679299831390381,13.15822408316125,73.1049,75.3395,70.8703,False
2021-04-13,74.99099731445312,5.732200145721436,13.082410838432962,73.1833,75.6272,70.7393,False
2021-04-14,75.18150329589844,5.716300010681152,13.15212692745632,73.2666,75.9255,70.6076,False
2021-04-15,75.0261001586914,5.652900218963623,13.272143015545096,73.3503,76.1414,70.5591,False
2021-04-16,74.72740173339844,5.614999771118164,13.30853157248078,73.424,76.2722,70.5758,False
2021-04-17,74.72740173339844,,,73.505,76.3656,70.6444,False
2021-04-18,74.72740173339844,,,73.5737,76.4695,70.6778,False
2021-04-19,74.56320190429688,5.5858001708984375,13.348705578972384,73.6368,76.5348,70.7388,False
2021-04-20,74.8781967163086,5.545300006866455,13.503001933816176,73.7105,76.632,70.7889,False
2021-04-21,75.44920349121094,5.56790018081665,13.550746428817034,73.8119,76.7866,70.8372,False
2021-04-22,75.42949676513672,5.56790018081665,13.547207082666016,73.9136,76.9017,70.9254,False
2021-04-23,75.0916976928711,5.44320011138916,13.795505613646624,73.9962,76.9577,71.0347,False
2021-04-24,75.0916976928711,,,74.0777,76.9958,71.1597,False
2021-04-25,75.0916976928711,,,74.1604,77.0072,71.3136,False
2021-04-26,74.86810302734375,5.477200031280518,13.669046702652611,74.2356,76.9676,71.5035,False
2021-04-27,74.81490325927734,5.435299873352051,13.76463212748878,74.309,76.8975,71.7204,False
2021-04-28,74.57499694824219,5.451000213623047,13.680974871706228,74.3799,76.7463,72.0134,False
2021-04-29,74.31179809570312,5.341400146484375,13.912419226747874,74.4322,76.6101,72.2543,False
2021-04-30,74.10579681396484,5.336400032043457,13.886851879353516,74.4542,76.5684,72.3401,False
2021-05-01,74.10579681396484,,,74.4843,76.4877,72.481,False
2021-05-02,74.10579681396484,,,74.5116,76.4106,72.6126,False
2021-05-03,74.09480285644531,5.439700126647949,13.62111901968096,74.5385,76.3241,72.7529,False
2021-05-04,73.8375015258789,5.43809986114502,13.577812730774683,74.5568,76.2456,72.8681,False
2021-05-05,73.77890014648438,5.442599773406982,13.555819501366704,74.5703,76.1843,72.9562,False
2021-05-06,73.79940032958984,5.352700233459473,13.787321746185846,74.5876,76.0942,73.081,False
2021-05-07,73.61519622802734,5.273430824279785,13.959640067542042,74.5918,76.0714,73.1122,False
2021-05-08,73.61519622802734,,,74.5656,76.1364,72.9947,False
2021-05-09,73.61519622802734,,,74.5346,76.1895,72.8797,False
2021-05-10,73.29029846191406,5.235499858856201,13.9987203586566,74.4928,76.2825,72.7031,False
2021-05-11,73.5,5.2221999168396,14.074528200843208,74.458,76.3279,72.588,False
2021-05-12,73.3750991821289,5.221199989318848,14.053301795034544,74.4128,76.367,72.4587,False
2021-05-13,73.68160247802734,5.303100109100342,13.8940621451944,74.3692,76.3347,72.4037,False
2021-05-14,73.44490051269531,5.307700157165527,13.837424560153964,74.3113,76.2842,72.3384,False
2021-05-15,73.44490051269531,,,74.2586,76.2438,72.2734,False
2021-05-16,73.44490051269531,,,74.2158,76.2311,72.2006,False
2021-05-17,73.27890014648438,5.269499778747559,13.906234599729146,74.1676,76.2244,72.1107,False
2021-05-18,73.26969909667969,5.271500110626221,13.89921228475052,74.119,76.2074,72.0305,False
2021-05-19,73.1281967163086,5.259500026702881,13.904020599872837,74.0711,76.2121,71.9302,False
2021-05-20,73.222900390625,5.308000087738037,13.794818986491082,74.016,76.1552,71.8767,False
2021-05-21,73.02189636230469,5.281300067901611,13.82650018432262,73.935,75.9807,71.8894,False
2021-05-22,73.02189636230469,,,73.8548,75.7758,71.9338,False
2021-05-23,73.02189636230469,,,73.7858,75.6261,71.9455,False
2021-05-24,72.90979766845703,5.361800193786621,13.59800720529396,73.7131,75.4584,71.9677,False
2021-05-25,72.83660125732422,5.31850004196167,13.69495171244922,73.6379,75.2634,72.0124,False
2021-05-26,72.80490112304688,5.330699920654297,13.657662634686574,73.5691,75.1001,72.0382,False
2021-05-27,72.67250061035156,5.310500144958496,13.6846810331684,73.4977,74.9344,72.061,False
2021-05-28,72.68299865722656,5.2382001876831055,13.875567189686729,73.4346,74.8032,72.0661,False
2021-05-29,72.68299865722656,,,73.3803,74.7153,72.0454,False
2021-05-30,72.68299865722656,,,73.3329,74.6553,72.0105,False
2021-05-31,72.39350128173828,5.23799991607666,13.82082902665682,73.2758,74.62,71.9317,False
2021-06-01,72.48719787597656,5.216599941253662,13.895487231584854,73.2219,74.5482,71.8956,False
2021-06-02,72.8550033569336,5.149700164794922,14.14742626279387,73.1806,74.4249,71.9362,False
2021-06-03,72.96510314941406,5.07450008392334,14.378776616947306,73.1515,74.3435,71.9594,False
2021-06-04,73.04419708251953,5.076300144195557,14.389258910555393,73.127,74.2658,71.9882,False
2021-06-05,73.04419708251953,,,73.1018,74.1755,72.0282,False
2021-06-06,73.04419708251953,,,73.0828,74.1165,72.0491,False
2021-06-07,72.90969848632812,5.044600009918213,14.453018741422513,73.0593,74.0516,72.0669,False
2021-06-08,72.80940246582031,5.045199871063232,14.431420821089564,73.0324,73.9819,72.0829,False
2021-06-09,72.97530364990234,5.034900188446045,14.49389281189012,73.0219,73.9605,72.0834,False
2021-06-10,72.98529815673828,5.061500072479248,14.419697147408767,73.0048,73.9034,72.1061,False
2021-06-11,73.01229858398438,5.054500102996826,14.445008823067427,72.9927,73.8666,72.1188,False
2021-06-12,73.01229858398438,,,72.9704,73.7526,72.1881,False
2021-06-13,73.01229858398438,,,72.9559,73.6912,72.2207,False
2021-06-14,73.23159790039062,5.117000102996826,14.31143178158268,72.9488,73.6485,72.2492,False
2021-06-15,73.18080139160156,5.058599948883057,14.4666117366644,72.94,73.5951,72.2849,False
2021-06-16,73.3447036743164,5.043799877166748,14.541557052322286,72.9422,73.6088,72.2757,False
2021-06-17,73.8240966796875,5.054299831390381,14.60619653412594,72.9607,73.7664,72.155,True
2021-06-18,74.25389862060547,5.007400035858154,14.828832945015554,72.9982,74.0689,71.9275,True
2021-06-19,74.25389862060547,,,73.0326,74.3011,71.7641,False
2021-06-20,74.25389862060547,,,73.0736,74.5076,71.6397,False
2021-06-21,74.1438980102539,5.0960001945495605,14.549429980311752,73.111,74.6595,71.5626,False
2021-06-22,74.13520050048828,5.0131001472473145,14.788294333436728,73.1482,74.7938,71.5025,False
2021-06-23,74.33219909667969,4.957099914550781,14.995098016582094,73.1956,74.9576,71.4336,False
2021-06-24,74.24690246582031,4.965199947357178,14.953456709299218,73.2426,75.083,71.4022,False
2021-06-25,74.19029998779297,4.912700176239014,15.101735771831772,73.2888,75.1826,71.395,False
2021-06-26,74.19029998779297,,,73.3394,75.2621,71.4166,False
2021-06-27,74.19029998779297,,,73.3896,75.3298,71.4494,False
2021-06-28,74.21299743652344,4.91540002822876,15.098058552777797,73.4406,75.3889,71.4923,False
2021-06-29,74.285400390625,4.924799919128418,15.083942822142486,73.494,75.4466,71.5414,False
2021-06-30,74.28759765625,4.955100059509277,14.992148849483977,73.5571,75.4532,71.6611,False
2021-07-01,74.37100219726562,4.969200134277344,14.966393018517694,73.6199,75.4662,71.7737,False
2021-07-02,74.54499816894531,5.045102119445801,14.775716408518209,73.6763,75.5372,71.8153,False
2021-07-03,74.54499816894531,,,73.7289,75.6036,71.8542,False
2021-07-04,74.54499816894531,,,73.779,75.6637,71.8942,False
2021-07-05,74.48179626464844,5.059199810028076,14.722050731622536,73.8269,75.7022,71.9516,False
2021-07-06,74.31780242919922,5.088459014892578,14.605168718405828,73.8693,75.7091,72.0296,False
2021-07-07,74.76290130615234,5.195300102233887,14.390487524292508,73.9311,75.7508,72.1115,False
2021-07-08,74.8218994140625,5.231200218200684,14.303008161251022,73.9982,75.766,72.2304,False
2021-07-09,74.72139739990234,5.257999897003174,14.210992556787652,74.0564,75.7684,72.3444,False
2021-07-10,74.72139739990234,,,74.1143,75.7517,72.4769,False
2021-07-11,74.72139739990234,,,74.1712,75.7167,72.6258,False
2021-07-12,74.4905014038086,5.257900238037109,14.167347806434902,74.2205,75.6278,72.8132,False
2021-07-13,74.54170227050781,5.172699928283691,14.41059858564826,74.2715,75.5106,73.0324,False
2021-07-14,74.65910339355469,5.162399768829346,14.462092580343656,74.3191,75.426,73.2122,False
2021-07-15,74.46910095214844,5.069900035858154,14.68847520176864,74.362,75.2637,73.4604,False
2021-07-16,74.53700256347656,5.110000133514404,14.58649718512115,74.4018,75.0993,73.7042,False
2021-07-17,74.53700256347656,,,74.4255,75.0448,73.8063,False
2021-07-18,74.53700256347656,,,74.435,75.0492,73.8207,False
2021-07-19,74.63179779052734,5.1153998374938965,14.58963134093746,74.4476,75.0621,73.833,False
2021-07-20,74.99340057373047,5.250899791717529,14.282009474265877,74.4722,75.1452,73.7993,False
2021-07-21,74.5270004272461,5.219900131225586,14.277476302932222,74.485,75.1322,73.8378,False
2021-07-22,74.44020080566406,5.187300205230713,14.350470931025136,74.4951,75.112,73.8783,False
2021-07-23,74.4520034790039,5.1996002197265625,14.318793817367595,74.4991,75.1096,73.8886,False
2021-07-24,74.4520034790039,,,74.506,75.1003,73.9116,False
2021-07-25,74.4520034790039,,,74.5147,75.0826,73.9468,False
2021-07-26,74.44889831542969,5.19789981842041,14.322880570263466,74.5233,75.0623,73.9844,False
2021-07-27,74.28949737548828,5.1753997802734375,14.354349524581703,74.5266,75.0491,74.0042,False
2021-07-28,74.5022964477539,5.169099807739258,14.413011785187024,74.5363,75.0279,74.0446,False
2021-07-29,74.38999938964844,5.114799976348877,14.5440681421819,74.5398,75.018,74.0615,False
2021-07-30,74.25199890136719,5.080399990081787,14.61538442766823,74.5386,75.023,74.0541,False
2021-07-31,74.25199890136719,,,74.5346,75.0359,74.0333,False
2021-08-01,74.25199890136719,,,74.5248,75.0494,74.0003,False
2021-08-02,74.37909698486328,5.208700180053711,14.279780830866772,74.5193,75.0497,73.9889,False
2021-08-03,74.33200073242188,5.174600124359131,14.36478161520313,74.5122,75.0522,73.9722,False
2021-08-04,74.21440124511719,5.196800231933594,14.280787779580272,74.5033,75.0673,73.9393,False
2021-08-05,74.18399810791016,5.1682000160217285,14.353933260697213,74.4988,75.0809,73.9167,False
2021-08-06,74.08200073242188,5.245200157165527,14.12377002071458,74.4761,75.0814,73.8709,False
2021-08-07,74.08200073242188,,,74.4515,75.0612,73.8418,False
2021-08-08,74.08200073242188,,,74.4302,75.0525,73.8078,False
2021-08-09,74.49140167236328,5.23199987411499,14.23765356740643,74.4225,75.0238,73.8212,False
2021-08-10,74.46620178222656,5.231800079345703,14.233380605693828,74.414,74.9917,73.8363,False
2021-08-11,74.43550109863281,5.188300132751465,14.34679937437584,74.4122,74.9884,73.8359,False
2021-08-12,74.10299682617188,5.218200206756592,14.20087269365832,74.3975,74.993,73.8021,False
2021-08-13,74.26010131835938,5.252200126647949,14.13885600847307,74.3842,74.9652,73.8033,False
2021-08-14,74.26010131835938,,,74.3773,74.96,73.7945,False
2021-08-15,74.26010131835938,,,74.368,74.947,73.7891,False
2021-08-16,74.216796875,5.247499942779541,14.143267781664465,74.3574,74.9338,73.7809,False
2021-08-17,74.13500213623047,5.259699821472168,14.09491124067236,74.344,74.9236,73.7643,False
2021-08-18,74.364501953125,5.294300079345703,14.046144124553544,74.3351,74.8915,73.7786,False
2021-08-19,74.2697982788086,5.378600120544434,13.808388170580498,74.3109,74.7245,73.8973,False
2021-08-20,74.4292984008789,5.414100170135498,13.74730722778928,74.3077,74.7087,73.9066,False
2021-08-21,74.4292984008789,,,74.3073,74.7073,73.9074,False
2021-08-22,74.4292984008789,,,74.3066,74.7041,73.909,False
2021-08-23,74.30149841308594,5.379000186920166,13.813254476874906,74.3015,74.6905,73.9126,False
2021-08-24,74.10590362548828,5.379899978637695,13.774587616822844,74.29,74.6836,73.8964,False
2021-08-25,74.1447982788086,5.245800018310547,14.13412597125415,74.2799,74.6706,73.8892,False
2021-08-26,74.0999984741211,5.210999965667725,14.219919202134577,74.2735,74.6764,73.8707,False
2021-08-27,74.15599822998047,5.251599788665772,14.120649176280937,74.262,74.6481,73.8759,False
2021-08-28,74.15599822998047,,,74.2542,74.6375,73.8709,False
2021-08-29,74.15599822998047,,,74.251,74.6381,73.8639,False
2021-08-30,73.49659729003906,5.2027997970581055,14.126355069744816,74.2258,74.792,73.6597,True
2021-08-31,73.41120147705078,5.182899951934815,14.164117030591306,74.1978,74.9182,73.4774,True
2021-09-01,72.99669647216797,5.1493000984191895,14.176042389640022,74.1517,75.1196,73.1839,True
2021-09-02,72.98509979248047,5.184599876403809,14.07728687504909,74.1068,75.2602,72.9535,False
2021-09-03,73.0542984008789,5.18179988861084,14.098247707605635,74.0681,75.3552,72.7811,False
2021-09-04,73.0542984008789,,,74.0305,75.4298,72.6312,False
2021-09-05,73.0542984008789,,,73.9962,75.4936,72.4989,False
2021-09-06,72.99449920654297,5.189799785614014,14.064993298755333,73.96,75.5534,72.3665,False
2021-09-07,73.11000061035156,5.169300079345703,14.143114055705071,73.9276,75.5856,72.2696,False
2021-09-08,73.3904037475586,5.169600009918213,14.196534278620076,73.8909,75.5423,72.2394,False
2021-09-09,73.78900146484375,5.3206000328063965,13.868548849728722,73.8683,75.4879,72.2487,False
2021-09-10,73.53800201416016,5.196499824523926,14.151448955527924,73.8384,75.4349,72.2419,False
2021-09-11,73.53800201416016,,,73.8196,75.417,72.2222,False
2021-09-12,73.53800201416016,,,73.7955,75.38,72.211,False
2021-09-13,73.52429962158203,5.247000217437744,14.012635139071138,73.771,75.3397,72.2022,False
2021-09-14,73.54080200195312,5.213200092315674,14.106652478264404,73.747,75.2954,72.1985,False
2021-09-15,73.65080261230469,5.238900184631348,14.058447387175669,73.7281,75.2542,72.2021,False
2021-09-16,73.43800354003906,5.221700191497803,14.06400230706734,73.7049,75.221,72.1888,False
2021-09-17,73.56490325927734,5.256800174713135,13.99423619203707,73.6782,75.1489,72.2075,False
2021-09-18,73.56490325927734,,,73.6547,75.0876,72.2219,False
2021-09-19,73.56490325927734,,,73.6259,74.9904,72.2615,False
2021-09-20,73.69609832763672,5.289700031280518,13.931999525840135,73.6015,74.8889,72.3141,False
2021-09-21,73.65899658203125,5.323200225830078,13.837352242474624,73.5758,74.7757,72.376,False
2021-09-22,73.7927017211914,5.268899917602539,14.00533372719075,73.5589,74.6938,72.4239,False
2021-09-23,73.8749008178711,5.287700176239014,13.971083525090515,73.5512,74.6583,72.444,False
2021-09-24,73.83999633789062,5.3018999099731445,13.927082289688988,73.541,74.6093,72.4727,False
2021-09-25,73.83999633789062,,,73.5323,74.5674,72.4973,False
2021-09-26,73.83999633789062,,,73.5218,74.5112,72.5324,False
2021-09-27,73.81289672851562,5.336999893188477,13.830410006700916,73.5104,74.448,72.5727,False
2021-09-28,73.82530212402344,5.390399932861328,13.695700327162095,73.4993,74.3822,72.6164,False
2021-09-29,74.16329956054688,5.427599906921387,13.664105835430558,73.5216,74.4764,72.5667,False
2021-09-30,74.3219985961914,5.414299964904785,13.726982080406108,73.5519,74.5999,72.504,False
2021-10-01,74.25440216064453,5.441699981689453,13.645442124795569,73.5938,74.6612,72.5264,False
2021-10-02,74.25440216064453,,,73.6361,74.7053,72.567,False
2021-10-03,74.25440216064453,,,73.6762,74.7447,72.6076,False
2021-10-04,74.152099609375,5.367899894714356,13.813987045919172,73.7127,74.7518,72.6737,False
2021-10-05,74.57279968261719,5.453199863433838,13.675053464051704,73.7634,74.8361,72.6907,False
2021-10-06,74.56320190429688,5.475500106811523,13.617605780253797,73.8157,74.8835,72.7478,False
2021-10-07,74.76000213623047,5.491899967193604,13.612775648285032,73.8707,74.9817,72.7596,False
2021-10-08,74.83000183105469,5.517000198364258,13.56353074869222,73.9186,75.1132,72.7241,False
2021-10-09,74.83000183105469,,,73.9533,75.245,72.6617,False
2021-10-10,74.83000183105469,,,73.9964,75.3514,72.6414,False
2021-10-11,75.30580139160156,5.506899833679199,13.674808633896872,74.0553,75.5622,72.5485,False
2021-10-12,75.40260314941406,5.535999774932861,13.620412972348523,74.1175,75.7652,72.4698,False
2021-10-13,75.48390197753906,5.531499862670898,13.646190699007173,74.1828,75.9563,72.4093,False
2021-10-14,75.3062973022461,5.512499809265137,13.661006786009317,74.2417,76.0793,72.404,False
2021-10-15,74.99500274658203,5.512199878692627,13.605276368238156,74.2865,76.1374,72.4355,False
2021-10-16,74.99500274658203,,,74.3384,76.1641,72.5126,False
2021-10-17,74.99500274658203,,,74.386,76.1917,72.5804,False
2021-10-18,75.00589752197266,5.458399772644043,13.741371216135729,74.4341,76.2086,72.6595,False
2021-10-19,75.2354965209961,5.511300086975098,13.651134094258593,74.4898,76.2461,72.7334,False
2021-10-20,75.12010192871094,5.5833001136779785,13.454426665097508,74.5372,76.2669,72.8075,False
2021-10-21,74.80919647216797,5.59630012512207,13.367616961132187,74.5756,76.2374,72.9137,False
2021-10-22,74.86540222167969,5.657800197601318,13.232245679764308,74.6113,76.2193,73.0033,False
2021-10-23,74.86540222167969,,,74.6443,76.2023,73.0864,False
2021-10-24,74.86540222167969,,,74.6785,76.1721,73.1849,False
2021-10-25,74.99369812011719,5.649199962615967,13.275100654321673,74.717,76.1416,73.2923,False
2021-10-26,75.08989715576172,5.554399967193604,13.518993518520665,74.7586,76.1069,73.4103,False
2021-10-27,74.88890075683594,5.564799785614014,13.457609193854005,74.7945,76.0329,73.5561,False
2021-10-28,75.05000305175781,5.534999847412109,13.55916985017578,74.8353,75.952,73.7187,False
2021-10-29,74.79720306396484,5.644899845123291,13.250403924984289,74.8565,75.9067,73.8062,False
2021-10-30,74.79720306396484,,,74.8723,75.8788,73.8657,False
2021-10-31,74.79720306396484,,,74.8904,75.8356,73.9452,False
2021-11-01,74.92829895019531,5.633699893951416,13.300016039306882,74.9128,75.7867,74.039,False
2021-11-02,74.82990264892578,5.678899765014648,13.176831031588522,74.932,75.7243,74.1397,False
2021-11-03,74.71199798583984,5.678599834442139,13.156764020012954,74.9507,75.6221,74.2793,False
2021-11-04,74.43550109863281,5.5524001121521,13.40600453769924,74.9461,75.6451,74.2471,False
2021-11-05,74.47810363769531,5.6016998291015625,13.295625597568051,74.9433,75.6581,74.2284,False
2021-11-06,74.47810363769531,,,74.9339,75.6868,74.181,False
2021-11-07,74.47810363769531,,,74.9222,75.7138,74.1305,False
2021-11-08,74.19110107421875,5.541100025177002,13.389236927165708,74.9009,75.7873,74.0144,False
2021-11-09,73.91850280761719,5.543099880218506,13.335228374904071,74.8705,75.9073,73.8336,False
2021-11-10,74.17479705810547,5.479100227355957,13.537769703092277,74.8328,75.9067,73.7589,False
2021-11-11,74.40489959716797,5.4899001121521,13.55305161791012,74.7995,75.8478,73.7512,False
2021-11-12,74.32209777832031,5.3979997634887695,13.76845146993585,74.7608,75.766,73.7556,False
2021-11-13,74.32209777832031,,,74.728,75.7117,73.7442,False
2021-11-14,74.32209777832031,,,74.7056,75.7016,73.7095,False
2021-11-15,74.33999633789062,5.457600116729736,13.621371069310976,74.6837,75.6853,73.6822,False
2021-11-16,74.43509674072266,5.456299781799316,13.642046756488204,74.6651,75.6595,73.6706,False
2021-11-17,74.45860290527344,5.502200126647949,13.532514483553529,74.6468,75.6282,73.6655,False
2021-11-18,74.25980377197266,5.52869987487793,13.431693789240509,74.6143,75.5588,73.6698,False
2021-11-19,74.17440032958984,5.556399822235107,13.349363383240586,74.5828,75.512,73.6535,False
2021-11-20,74.17440032958984,,,74.5616,75.5078,73.6155,False
2021-11-21,74.17440032958984,,,74.5386,75.4915,73.5856,False
2021-11-22,74.30259704589844,5.611599922180176,13.240893519905631,74.5198,75.4627,73.5769,False
2021-11-23,74.42980194091797,5.585599899291992,13.325301361157711,74.5053,75.4286,73.582,False
2021-11-24,74.4469985961914,5.570400238037109,13.364748566509638,74.4871,75.3682,73.6059,False
2021-11-25,74.625,5.605199813842773,13.313530735461706,74.4716,75.2885,73.6547,False
2021-11-26,74.50579833984375,5.565100193023682,13.388042578863718,74.4588,75.2412,73.6764,False
2021-11-27,74.50579833984375,,,74.4407,75.1487,73.7327,False
2021-11-28,74.50579833984375,,,74.431,75.1108,73.7511,False
2021-11-29,74.98159790039062,5.607800006866455,13.370947217907132,74.4371,75.1543,73.7199,False
2021-11-30,75.05490112304688,5.6006999015808105,13.400986027096804,74.4457,75.215,73.6763,False
2021-12-01,75.0509033203125,5.620871067047119,13.352183749651442,74.4498,75.2455,73.6541,False
2021-12-02,75.01789855957031,5.6915669441223145,13.180535219223128,74.456,75.2855,73.6265,False
2021-12-03,74.9834976196289,5.643321990966797,13.287120199707577,74.4651,75.333,73.5971,False
2021-12-04,74.9834976196289,,,74.4834,75.3962,73.5705,False
2021-12-05,74.9834976196289,,,74.5002,75.4533,73.5471,False
2021-12-06,75.23400115966797,5.65009880065918,13.315519571249029,74.5254,75.5595,73.4913,False
2021-12-07,75.39129638671875,5.688000202178955,13.254446854245524,74.5558,75.6928,73.4189,False
2021-12-08,75.40859985351562,5.611800193786621,13.43750619222116,74.5964,75.8055,73.3874,False
2021-12-09,75.38330078125,5.531599998474121,13.627757032692948,74.6452,75.8656,73.4249,False
2021-12-10,75.59919738769531,5.571100234985352,13.569886413629408,74.6927,75.9896,73.3959,False
2021-12-11,75.59919738769531,,,74.7325,76.1096,73.3554,False
2021-12-12,75.59919738769531,,,74.7751,76.2105,73.3397,False
2021-12-13,75.70999908447266,5.60866117477417,13.498764986016663,74.8214,76.3207,73.322,False
2021-12-14,75.82689666748047,5.679699897766113,13.350511124241615,74.8715,76.4403,73.3028,False
2021-12-15,76.04720306396484,5.680600166320801,13.38717755825067,74.9284,76.5934,73.2635,False
2021-12-16,76.2114028930664,5.679399967193604,13.418918078193602,74.9876,76.7694,73.2059,False
2021-12-17,76.1675033569336,5.687399864196777,13.392324291531173,75.0446,76.9127,73.1765,False
2021-12-18,76.1675033569336,,,75.1082,77.0193,73.1971,False
2021-12-19,76.1675033569336,,,75.1746,77.0953,73.254,False
2021-12-20,76.00599670410156,5.693059921264648,13.350640561537896,75.2357,77.122,73.3494,False
2021-12-21,75.75869750976562,5.741300106048584,13.195390610212518,75.2885,77.0961,73.4809,False
2021-12-22,75.6864013671875,5.74399995803833,13.176602005588393,75.3346,77.0653,73.604,False
2021-12-23,75.45850372314453,5.652999877929688,13.348400026992373,75.3689,77.0227,73.7152,False
2021-12-24,75.06739807128906,5.671795845031738,13.235208057963694,75.3896,76.9692,73.81,False
2021-12-25,75.06739807128906,,,75.4043,76.9354,73.8733,False
2021-12-26,75.06739807128906,,,75.4231,76.881,73.9652,False
2021-12-27,75.31500244140625,5.67110013961792,13.280492424258348,75.45,76.8143,74.0858,False
2021-12-28,74.98030090332031,5.624100208282471,13.331963892268265,75.4659,76.7506,74.1811,False
2021-12-29,74.74500274658203,5.627500057220459,13.282097198858168,75.458,76.7765,74.1394,False
2021-12-30,74.57029724121094,5.702700138092041,13.076313927696717,75.4418,76.8311,74.0525,False
2021-12-31,74.43119812011719,5.570199966430664,13.362392475796888,75.4212,76.903,73.9393,False
2022-01-01,74.43119812011719,,,75.4016,76.9655,73.8377,False
2022-01-02,74.43119812011719,,,75.3832,77.0205,73.7459,False
2022-01-03,74.51380157470703,5.569300174713135,13.379383268481323,75.3675,77.0597,73.6754,False
2022-01-04,74.4032974243164,5.68120002746582,13.096405172254611,75.3482,77.1097,73.5867,False
2022-01-05,74.53489685058594,5.676199913024902,13.131126104201211,75.3249,77.1412,73.5086,False
2022-01-06,74.43009948730469,5.705635070800781,13.045015771900475,75.2929,77.1734,73.4123,False
2022-01-07,74.41929626464844,5.682400226593018,13.09645454334142,75.2599,77.1987,73.3211,False
2022-01-08,74.41929626464844,,,75.2277,77.2187,73.2368,False
2022-01-09,74.41929626464844,,,75.1884,77.2156,73.1612,False
2022-01-10,74.2699966430664,5.632199764251709,13.186676565427874,75.1441,77.2179,73.0703,False
2022-01-11,74.05699920654297,5.662199974060059,13.079191753349658,75.0927,77.2325,72.9529,False
2022-01-12,73.81529998779297,5.567299842834473,13.25872542733597,75.0295,77.2498,72.8093,False
2022-01-13,73.79910278320312,5.533199787139893,13.33750914881565,74.9619,77.2334,72.6905,False
2022-01-14,73.97229766845703,5.526700019836426,13.384532795873804,74.8928,77.1408,72.6448,False
2022-01-15,73.97229766845703,,,74.8181,76.9919,72.6444,False
2022-01-16,73.97229766845703,,,74.745,76.8264,72.6636,False
